J Public Health (2010) 18:327–335	51.02374267578125	32.88922119140625	8.4737548828125	121.04190063476562	0
DOI 10.1007/s10389-010-0315-0	51.02373504638672	44.34075927734375	8.46820068359375	113.98026275634766	0
REVIEW ARTICLE	56.692901611328125	64.282958984375	10.460693359375	85.86875915527344	1
Economic analysis based on multinational studies: methods	51.02360153198242	106.78515625	17.36480712890625	443.4223213195801	2
for adapting findings to national contexts	51.02360153198242	126.74078369140625	17.36480712890625	309.4997749328613	2
Thomas Reinhold & Bernd Brüggenjürgen &	51.02360153198242	162.34686279296875	9.962646484375	182.99155044555664	3
Michael Schlander & Stephanie Rosenfeld &	51.02360153198242	174.76263427734375	9.962646484375	179.76005935668945	3
Franz Hessel & Stefan N. Willich	51.02360153198242	187.23504638671875	9.962646484375	136.64717483520508	3
Received: 17 September 2009 / Accepted: 5 January 2010 / Published online: 5 February 2010	51.02360153198242	242.764404296875	8.46820068359375	322.4005012512207	4
# Springer-Verlag 2010	51.02360153198242	252.74249267578125	8.69598388671875	84.34412002563477	4
Abstract	51.02360153198242	282.36578369140625	9.96258544921875	36.6932487487793	5
Background Health economic parameters are increasingly	51.02360153198242	294.3457336425781	9.96258544921875	238.04933547973633	5
considered as variables in health care decisions, but	51.02360153198242	306.8179016113281	9.96258544921875	238.07124710083008	5
decision makers are interested in country-specific evalua-	51.02360153198242	319.2900695800781	9.96258544921875	238.08522415161133	5
tions. However, a large number of studies are performed in	51.02360153198242	331.7054748535156	9.96258544921875	238.07124710083008	5
foreign countries or in a multinational setting, which limits	51.02360153198242	344.1776428222656	9.96258544921875	238.03642654418945	5
the transferability to a single nation’s context.	51.02360153198242	356.6498107910156	9.96917724609375	185.4627571105957	5
Objective The present analysis summarises several of the	51.02360534667969	368.55511474609375	9.96258544921875	238.0553741455078	5
most common international methods for generating health	51.02360153198242	381.02728271484375	9.96258544921875	238.07027053833008	5
economic analyses based on clinical studies from different	51.02360153198242	393.49945068359375	9.96258544921875	238.10414505004883	5
settings.	51.02360153198242	405.91485595703125	9.96258544921875	32.65042495727539	5
Methods A narrative literature review was performed to	51.02360153198242	417.876953125	9.96258544921875	238.06831741333008	5
identify potential reasons for limited transferability of	51.02360153198242	430.34912109375	9.96258544921875	238.10612869262695	5
health economic evaluation results from one country to	51.02360153198242	442.8212890625	9.96258544921875	238.06727981567383	5
another. Based on these results, we searched the method-	51.02360153198242	455.2366943359375	9.96258544921875	238.0353889465332	5
ological literature for analytic approaches to handle the	51.02360153198242	467.7088623046875	9.96258544921875	238.05537796020508	5
restrictions. Additionally we describe the possibility of	51.02360153198242	480.1810302734375	9.96258544921875	238.07722854614258	5
transferring foreign economic study results to the country	51.02360153198242	492.596435546875	9.96258544921875	238.09917068481445	5
T. Reinhold (*) : B. Brüggenjürgen : S. N. Willich	51.02360153198242	523.2235717773438	13.004196166992188	176.4440803527832	6
Institute for Social Medicine, Epidemiology,	51.024261474609375	537.7376098632812	8.46820068359375	152.1837158203125	6
and Health Economics, Charité—University Medical Center,	51.024261474609375	547.6589965820312	8.4737548828125	207.96884155273438	6
Luisenstrasse 57,	51.024269104003906	557.6370239257812	8.46820068359375	58.490699768066406	6
10117 Berlin, Germany	51.024269104003906	567.6151123046875	8.46820068359375	80.74681854248047	6
e-mail: thomas.reinhold@charite.de	51.024269104003906	577.5932006835938	8.46820068359375	121.09610748291016	6
M. Schlander	51.024269104003906	597.4926147460938	8.46820068359375	45.907798767089844	7
Fachbereich Betriebswirtschaftlehre,	51.024269104003906	607.470703125	8.46820068359375	123.59929656982422	7
Hochschule Ludwigshafen am Rhein,	51.024269104003906	617.4487915039062	8.46820068359375	128.62519073486328	7
Ludwigshafen, Germany	51.024269104003906	627.3701171875	8.46820068359375	84.20523834228516	7
S. Rosenfeld : F. Hessel	51.024269104003906	642.7888793945312	13.005615234375	81.36107635498047	8
Sanofi-Aventis Deutschland GmbH,	51.02374267578125	657.2462158203125	8.46820068359375	122.71351623535156	8
Frankfurt, Germany	51.02374267578125	667.2243041992188	8.46820068359375	67.70748901367188	8
F. Hessel	51.02374267578125	687.180419921875	8.46820068359375	31.24596405029297	9
Institute for Medical Management, University of Duisburg-Essen,	51.02374267578125	697.101806640625	8.46820068359375	223.969482421875	9
Essen, Germany	51.02374267578125	707.0798950195312	8.46820068359375	55.688568115234375	9
of interest by matching trial data with routine data of	306.140869140625	282.3796081542969	9.96258544921875	238.07733154296875	10
national databases.	306.140869140625	294.8517761230469	9.96258544921875	75.40298461914062	10
Results The main factors for limited transferability of	306.140869140625	306.8138732910156	9.96258544921875	238.07757568359375	10
health economic findings were found in country-specific	306.140869140625	319.2860412597656	9.96258544921875	238.0662841796875	10
differences in resource consumption and the resulting costs.	306.140869140625	331.7014465332031	9.96258544921875	238.07037353515625	10
These differences are affected by a number of influencing	306.140869140625	344.1736145019531	9.96258544921875	238.09027099609375	10
cofactors (demography, epidemiology and individual	306.140869140625	356.6457824707031	9.96258544921875	238.1241455078125	10
patient’s factors) and the overall health care system	306.140869140625	369.0611877441406	9.96917724609375	238.072265625	10
structures (e.g. payment systems, health provider incentives).	306.140869140625	381.5333557128906	9.96258544921875	238.19384765625	10
However, despite the limitations country-specific health	306.140869140625	394.0055236816406	9.96258544921875	238.1510009765625	10
economic assessments could be realised using the pooled/	306.140869140625	406.4209289550781	9.96258544921875	238.07330322265625	10
split analyses approach, some statistical approaches and	306.140869140625	418.8930969238281	9.96258544921875	238.10125732421875	10
modelling approaches.	306.140869140625	431.3085021972656	9.96258544921875	88.55062866210938	10
Conclusion A variety of methods for identifying and	306.140869140625	443.2705993652344	9.96258544921875	238.11614990234375	10
adjusting country-specific differences in costs, effects and	306.140869140625	455.7427673339844	9.96258544921875	238.081298828125	10
cost-effectiveness was established during the past decades.	306.140869140625	468.2149353027344	9.96258544921875	238.10418701171875	10
Multinational studies will continue to play a crucial role in	306.140869140625	480.6303405761719	9.96258544921875	238.06817626953125	10
the evaluation of cost-effectiveness at national levels. It	306.140869140625	493.1025085449219	9.96258544921875	238.05126953125	10
seems likely that the growing interest in multinational	306.140869140625	505.57464599609375	9.96258544921875	238.03240966796875	10
studies will lead to continued developments in adaptation	306.140869140625	517.9900512695312	9.96258544921875	238.085205078125	10
methods.	306.140869140625	530.4622802734375	9.962615966796875	36.081573486328125	10
Keywords International adaption . Cost-effectiveness .	306.140869140625	553.3662719726562	11.947158813476562	216.61883544921875	11
Economic evaluation . Transferability	306.140869140625	565.8385009765625	11.947158813476562	147.41159057617188	11
Background	306.140869140625	605.1658935546875	9.962600708007812	52.357452392578125	12
The results of health economic evaluations are of growing	306.140869140625	630.0713500976562	9.962600708007812	238.03253173828125	13
interest to political decision makers and insurance pro-	306.140869140625	642.5435180664062	9.962600708007812	238.0452880859375	13
viders, not least because of increasingly tight budgets in the	306.140869140625	655.0156860351562	9.962608337402344	238.0562744140625	13
health care sector. To meet this new interest, clinical trials	306.140869140625	667.4310913085938	9.962600708007812	238.01654052734375	13
are increasingly taking into account resource and cost	306.140869140625	679.9032592773438	9.962600708007812	238.03839111328125	13
parameters (Drummond et al. 1997). In Germany economic	306.140869140625	692.3754272460938	9.962600708007812	238.06829833984375	13
aspects are becoming more important in the assessment of	306.140869140625	704.7908325195312	9.962600708007812	238.0771484375	13
328	51.02360153198242	33.0572509765625	8.46820068359375	12.702301025390625	14
new therapies. Moreover, numerous methodological stand-	51.02360153198242	58.333251953125	9.96258544921875	238.08317947387695	15
ards have been developed in recent years, which aim to	51.02360153198242	70.7486572265625	9.96258544921875	238.06926345825195	15
ensure that the results of clinical studies are less open to	51.02360153198242	83.2208251953125	9.96258544921875	238.06825637817383	15
bias. In addition, regulatory authorities tend to favour	51.02360153198242	95.6929931640625	9.96258544921875	238.0274543762207	15
designs in which at least a minority of subjects in trials	51.02360153198242	108.1083984375	9.96258544921875	238.0164680480957	15
have been recruited in the host country, although they	51.02360153198242	120.58056640625	9.96258544921875	238.04936599731445	15
remain generally content with the fact that only a minority	51.02360153198242	133.052734375	9.96258544921875	238.06328201293945	15
of subjects may actually be drawn from their country. Thus,	51.02360153198242	145.4681396484375	9.96258544921875	238.07527542114258	15
international multicentre study designs have become a key	51.02360153198242	157.9403076171875	9.96258544921875	238.08122634887695	15
component of clinical trial programmes (Demol and	51.02360153198242	170.4124755859375	9.96258544921875	238.13005447387695	15
Weihrauch 1997).	51.023597717285156	182.827880859375	9.96258544921875	71.57530212402344	15
Multinational studies have numerous advantages over	62.36204147338867	195.300048828125	9.96258544921875	226.84639358520508	15
single-nation studies. In particular, the large geographical	51.02360534667969	207.772216796875	9.96258544921875	238.18077087402344	15
areas involved allow investigators to recruit sizable numbers	51.02360534667969	220.1876220703125	9.96258544921875	238.0891571044922	15
of patients in a relatively short period of time, and the quality	51.02360534667969	232.6597900390625	9.96258544921875	238.1021270751953	15
of evidence may be improved by virtue of regional variations	51.02360534667969	245.1319580078125	9.96258544921875	238.1916961669922	15
in the patient mix (Manca and Willan 2006; Sculpher et al.	51.02360534667969	257.54736328125	9.96258544921875	238.10716247558594	15
2004; Drummond and Pang 2001). Multinational studies also	51.02360534667969	270.01953125	9.96258544921875	238.1938018798828	15
have important caveats. Chief among these is the difficulty	51.02259826660156	282.49169921875	9.96258544921875	238.1020965576172	15
of transferring study findings to the level of individual	51.02259826660156	294.9071044921875	9.96258544921875	238.18080139160156	15
national health care systems. After all, national decision	51.02259826660156	307.3792724609375	9.96258544921875	238.20567321777344	15
makers are primarily interested in the results a study would	51.02259826660156	319.8514404296875	9.96258544921875	238.1827850341797	15
have yielded if it had been conducted in their own	51.02259826660156	332.266845703125	9.96258544921875	238.1260528564453	15
jurisdiction.	51.02259826660156	344.739013671875	9.96258544921875	46.199562072753906	15
Clinical trials are normally designed on the assumption	62.36103439331055	357.1544189453125	9.96258544921875	226.7408332824707	15
of a common treatment effect across different strata, for	51.02259826660156	369.6265869140625	9.96258544921875	238.05235290527344	15
example by centre or by country. It is well understood that	51.02259826660156	382.0987548828125	9.96258544921875	238.0822296142578	15
patient characteristics and thus the absolute effects of	51.02259826660156	394.51416015625	9.96258544921875	238.0781707763672	15
treatment may vary between centres, and it is common to	51.02259826660156	406.986328125	9.96258544921875	238.0692596435547	15
use some form of stratified randomisation to ensure an	51.02259826660156	419.45849609375	9.96258544921875	238.0872039794922	15
approximate balance of treatment and control subjects	51.02259826660156	431.8739013671875	9.96258544921875	238.05726623535156	15
within centres or regions. The analysis of clinical trials	51.02259826660156	444.3460693359375	9.96258544921875	238.01649475097656	15
usually involves some degree of examination of subgroups,	51.02259826660156	456.8182373046875	9.96258544921875	238.0692596435547	15
although the aim is normally to support the assumption that	51.02259826660156	469.233642578125	9.96258544921875	238.08226013183594	15
there is a single treatment effect, and there is considerable	51.02259826660156	481.705810546875	9.96258544921875	238.0961456298828	15
controversy when it becomes apparent that this assumption	51.02259826660156	494.177978515625	9.96258544921875	238.07923889160156	15
may not be supported (Reed et al. 2005). The question of	51.02259826660156	506.5933837890625	9.96258544921875	238.0772247314453	15
transferability becomes very apparent, however, when we	51.023590087890625	519.0655517578125	9.96258544921875	238.04937744140625	15
consider economic parameters, for these—in contrast to	51.023590087890625	531.5377197265625	9.96917724609375	238.06924438476562	15
clinical outcomes—are subject to considerable country-	51.0225830078125	543.953125	9.969192504882812	238.07125854492188	15
specific variability (Asplund et al. 2003; Jönsson and	51.021583557128906	556.4253540039062	9.962600708007812	238.10216522216797	15
Weinstein 1997; Drummond and Pang 2001). Despite	51.02259826660156	568.8975219726562	9.962600708007812	238.09523010253906	15
recent efforts to develop methodological standards for	51.02162170410156	581.3129272460938	9.962600708007812	238.0852508544922	15
dealing with the resulting uncertainties, it is surprising to	51.02162170410156	593.7850952148438	9.962600708007812	238.0682830810547	15
see that economic analyses are still being conducted	51.02162170410156	606.2572631835938	9.962600708007812	238.12107849121094	15
without paying consideration to the issues raised when	51.02162170410156	618.6726684570312	9.962600708007812	238.0333709716797	15
transferring the findings of multinational studies to national	51.02162170410156	631.1448364257812	9.962600708007812	238.02345275878906	15
settings (Halliday and Darba 2003).	51.02162170410156	643.6170043945312	9.962600708007812	144.65296936035156	15
According to the most recent German health care reform	62.361061096191406	656.0324096679688	9.962600708007812	226.69698333740234	15
act from April 2007, the Institute for Quality and Efficiency	51.02262496948242	668.5045776367188	9.962600708007812	238.06828689575195	15
in Health Care (IQWiG) can be assigned to evaluate not	51.02262496948242	680.9767456054688	9.962600708007812	238.06233596801758	15
only the effects of a medical intervention according to	51.02262496948242	693.3921508789062	9.962600708007812	238.06926345825195	15
international standards of evidence-based medicine, but	51.02262496948242	705.8643188476562	9.962600708007812	238.0602912902832	15
J Public Health (2010) 18:327–335	423.21197509765625	33.0572509765625	8.4737548828125	121.0418701171875	16
also the balance between benefits in the national health care	306.139892578125	58.32025146484375	9.96258544921875	238.0494384765625	17
setting according to international standards of health	306.139892578125	70.73565673828125	9.96258544921875	238.14501953125	17
economics. In this context the question of transferring or	306.139892578125	83.20782470703125	9.96258544921875	238.07635498046875	17
adopting the findings of multinational trials to an actual	306.139892578125	95.67999267578125	9.96258544921875	238.07025146484375	17
national context will be a question of the methodological	306.139892578125	108.09539794921875	9.96258544921875	238.07025146484375	17
framework the IQWiG is currently about to implement.	306.139892578125	120.56756591796875	9.96258544921875	224.13861083984375	17
Objectives	306.139892578125	157.910400390625	9.962646484375	44.23992919921875	18
The present analysis summarises several of the most	306.139892578125	182.81585693359375	9.96258544921875	238.0810546875	19
common international methods for generating health eco-	306.139892578125	195.28802490234375	9.96258544921875	238.05126953125	19
