Roland Abold und Zoltán Juhász	120.4881591796875	323.72930908203125	15.96002197265625	225.84420776367188	10	KNQZHK+Tahoma
Voice, Exit oder CSU?	118.91234588623047	497.6683044433594	15.959991455078125	171.40021514892578	11	QTPJOZ+Tahoma
Wahlverhalten und Einstellungen zur EU in zwei Regionen Bayerns	118.92008209228516	525.6128540039062	12.0	351.5525436401367	11	KNQZHK+Tahoma
BACES Discussion Paper, No. 12 (2006)	118.92008209228516	724.143310546875	14.040008544921875	244.22081756591797	12	KNQZHK+Tahoma
BACES Discussion Papers	107.76007843017578	538.8272705078125	12.0	151.4995346069336	13	QTPJOZ+Tahoma
Bamberg Center for European Studies (BACES)	107.76007843017578	567.7472534179688	12.0	281.46483612060547	14	QTPJOZ+Tahoma
Otto-Friedrich Universität Bamberg	107.76007843017578	582.1328735351562	12.000015258789062	184.1008529663086	14	KNQZHK+Tahoma
Feldkirchenstraße 21	107.76007843017578	596.6528930664062	12.0	109.9742660522461	14	KNQZHK+Tahoma
96045 Bamberg	107.76007843017578	611.0528564453125	12.0	83.9175796508789	14	KNQZHK+Tahoma
Phone ++49 951 863-2592	107.76007843017578	625.5728759765625	12.0	150.5953598022461	14	KNQZHK+Tahoma
Fax ++49 951 35996	107.76007843017578	640.0928955078125	12.0	133.20629119873047	14	KNQZHK+Tahoma
Email secretary@baces.uni-bamberg.de	107.76007843017578	654.492919921875	12.0	219.53191375732422	14	KNQZHK+Tahoma
www.baces.uni-bamberg.de	152.1601104736328	669.012939453125	12.0	148.04127502441406	14	KNQZHK+Tahoma
Editor:	107.75970458984375	698.0673828125	12.000015258789062	40.59712219238281	15	QTPJOZ+Tahoma
Hans Rattinger (BACES Director)	107.75970458984375	712.4530029296875	12.000007629394531	172.11529541015625	15	KNQZHK+Tahoma
ISSN: 1614-2594	107.76007843017578	740.7733764648438	12.134407043457031	94.99346160888672	16	KNQZHK+Tahoma
© 2006 by the Author(s)	107.76008605957031	755.2933959960938	12.000007629394531	132.0660400390625	16	KNQZHK+Tahoma
2	290.8802185058594	796.5966796875	8.964004516601562	4.976959228515625	17	Times-Roman
Voice, Exit oder CSU?	70.92005157470703	73.7977294921875	12.987060546875	147.05376434326172	18	Helvetica-Bold
Wahlverhalten und Einstellungen zur EU in zwei Regionen Bayerns	70.92005157470703	89.87774658203125	12.987060546875	417.0568161010742	18	Helvetica
von Roland Abold und Zoltán Juhász	70.92005157470703	132.98248291015625	11.10003662109375	196.43660736083984	19	Helvetica-Oblique
Bei der Europawahl 2004 erreichte die Debatte über sinkende Wahlbeteiligung und	70.92005157470703	174.6224365234375	11.10003662109375	445.02867889404297	20	Helvetica
ein in der Bevölkerung verbreitetes Desinteresse an politischen Themen einen	70.9200668334961	195.38250732421875	11.10003662109375	445.14798736572266	20	Helvetica
neuen Höhepunkt. Als erste Abstimmung nach der EU-Osterweiterung im Mai 2004	70.9200668334961	216.02252197265625	11.10003662109375	445.14810943603516	20	Helvetica
galt die Wahl auch als Stimmungstest für den Erfolg der Europäischen Integration	70.9200668334961	236.78253173828125	11.10003662109375	445.02860260009766	20	Helvetica
in der Einschätzung der nunmehr über 450 Millionen EU-Bürger (Roth/Cornelius	70.9200668334961	257.42254638671875	11.10003662109375	445.07694244384766	20	Helvetica
2004). Das Ergebnis fiel für die Befürworter einer fortschreitenden europäischen	70.9200668334961	278.18255615234375	11.10003662109375	445.1484146118164	20	Helvetica
Einigung dabei eher ernüchternd aus. In einigen Ländern der EU erzielten europa-	70.9200668334961	298.8226318359375	11.10003662109375	445.11429595947266	20	Helvetica
skeptische, populistische und radikale Parteien wie beispielsweise die ODS in	70.9200668334961	319.46258544921875	11.10009765625	445.0286636352539	20	Helvetica
Tschechien, die nationale Familienliga in Polen oder die UKIP in Großbritannien	70.92058563232422	340.2226257324219	11.100006103515625	445.0283889770508	20	Helvetica
beachtliche Wahlerfolge. In Deutschland wiederum legten europafeindliche und	70.92058563232422	360.8626708984375	11.100006103515625	445.02820587158203	20	Helvetica
extreme Gruppierungen wie Republikaner oder NPD zwar nur geringfügig zu, doch	70.92058563232422	381.6226806640625	11.100006103515625	445.02845001220703	20	Helvetica
dafür sank die schon 1999 schwache Wahlbeteiligung um nochmals gut zwei Pro-	70.92058563232422	402.2627258300781	11.100006103515625	444.99390411376953	20	Helvetica
zentpunkte auf ein neues historisches Tief von nunmehr 43 Prozent. Beunruhigend	70.92058563232422	423.0227355957031	11.100006103515625	445.14795684814453	20	Helvetica
ist hierbei die Situation in Ostdeutschland, wo vielerorts nur noch eine kleine Min-	70.92058563232422	443.66278076171875	11.100006103515625	445.23438262939453	20	Helvetica
derheit der Bürger von ihrem Wahlrecht Gebrauch machte. Als Extrembeispiel ist	70.92058563232422	464.42279052734375	11.100006103515625	445.05432891845703	20	Helvetica
hier das Bundesland Brandenburg mit 27 Prozent Wahlbeteiligung zu nennen.	70.92058563232422	485.0628356933594	11.100006103515625	414.3340835571289	20	Helvetica
Die Mehrheit der Deutschen hat bei der Europawahl 2004 also die so genannte	90.71991729736328	517.8228759765625	11.100006103515625	425.2284469604492	21	Helvetica
„exit“-Option gewählt, die eine Enthaltung bei Wahlen beschreibt. Neben allgemei-	70.9195785522461	538.462890625	11.100006103515625	445.1138687133789	21	Helvetica
nem Desinteresse und dem Gefühl relativer Bedeutungslosigkeit der Wahl zum Eu-	70.9195785522461	559.222900390625	11.100006103515625	445.1138687133789	21	Helvetica
ropäischen Parlament dürfte für den hohen Anteil von Nichtwählern vor allem Kritik	70.9195785522461	579.8629150390625	11.100021362304688	444.9566421508789	21	Helvetica
an den politischen Bedingungen auf europäischer, aber auch auf nationaler Ebene	70.9195785522461	600.6229248046875	11.100021362304688	445.14835357666016	21	Helvetica
eine Rolle gespielt haben. Unzufriedene Wähler haben neben der „exit-“ auch die	70.9195785522461	621.262939453125	11.100021362304688	444.90811920166016	21	Helvetica
„voice“-Option, bei der die Stimme in diesem Fall einer europa- oder systemkriti-	70.9195785522461	642.02294921875	11.100021362304688	445.1144790649414	21	Helvetica
schen bis –feindlichen Partei am rechten oder linken Rand des politischen Spekt-	70.9195785522461	662.6629638671875	11.100021362304688	445.11429595947266	21	Helvetica
rums gegeben wird. Diese Option wurde in Deutschland allerdings nur von einer	70.9195785522461	683.4229736328125	11.100021362304688	445.1139907836914	21	Helvetica
kleinen Minderheit gewählt. Freilich signalisiert sowohl die „exit-“ als auch die „voi-	70.9195785522461	704.06298828125	11.100013732910156	444.87381744384766	21	Helvetica
ce“-Option einen Entzug an Zustimmung für die etablierten Parteien, denn Nicht-	70.9195785522461	724.822998046875	11.100006103515625	445.11344146728516	21	Helvetica
3	290.8802185058594	796.5966796875	8.964004516601562	4.976959228515625	22	Times-Roman
wahl und Protestwahl sind „zwei Seiten einer Medaille“ (Falter und Schumann	70.92005157470703	73.46240234375	11.10003662109375	445.0283737182617	23	Helvetica
1993).	70.9200668334961	94.1024169921875	11.10003662109375	34.054039001464844	23	Helvetica
Die besonderen Charakteristika einer Wahl zum Europäischen Parlament müs-	90.7200927734375	126.86248779296875	11.10003662109375	425.43402099609375	24	Helvetica
sen bei deren Bewertung allerdings beachtet werden. Europawahlen gelten als „se-	70.92076873779297	147.50250244140625	11.10003662109375	445.2335891723633	24	Helvetica
cond order elections“, die sich von nationalen Hauptwahlen durch mehrere Ge-	70.92076873779297	168.26251220703125	11.10003662109375	445.1142044067383	24	Helvetica
sichtspunkte unterscheiden (Reif/Schmitt 1980). Zunächst werden Nebenwahlen	70.92076873779297	188.90252685546875	11.10003662109375	445.0285110473633	24	Helvetica
